URL,Title,Visit Time,Visit Count,Visited From,Visit Type,Web Browser,User Profile,Browser Profile,URL Length,Typed Count
http://mp.sohu.com/profile?xpt=b1NlSFRzOWRpZDVIRWctSy16TWdBMXg1eEZZRUB3ZWNoYXQuc29odS5jb20=,考研竞赛数学的个人展示页,2018/5/16 12:15:19,1,,Reload,Chrome,mayu2,Default,91,0
https://www.bilibili.com/video/av21781353/?p=4,,2018/5/16 12:15:16,1,,Reload,Chrome,mayu2,Default,46,0
http://www.sohu.com/a/138812609_600110,《重积分》知识点、常用计算公式的总结与典型题_搜狐教育_搜狐网,2018/5/16 12:15:15,1,,Reload,Chrome,mayu2,Default,38,0
https://space.bilibili.com/9890410/#/video,,2018/5/16 12:15:14,3,,Reload,Chrome,mayu2,Default,42,0
https://space.bilibili.com/756155/#/video,https://space.bilibili.com/756155/#/video,2018/5/16 12:15:13,3,,Link,Chrome,mayu2,Default,41,0
https://www.bilibili.com/video/av15656538/?p=1,【高斯课堂】 《高数下》《高等数学下》《微积分下》4小时速成/不挂科/附赠笔记/精品课程/适用于期末补考重修考试等_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/16 12:15:13,1,,Reload,Chrome,mayu2,Default,46,0
https://www.bilibili.com/video/av22931364/?p=1,【公开课】高等数学知识点汇总_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/16 12:15:13,1,,Reload,Chrome,mayu2,Default,46,0
https://space.bilibili.com/756155/#/video,https://space.bilibili.com/756155/#/video,2018/5/16 12:15:13,3,,Reload,Chrome,mayu2,Default,41,0
http://www.msftconnecttest.com/redirect,电子科技大学·校园网身份认证,2018/5/16 12:15:07,16,,Typed URL,Chrome,mayu2,Default,39,4
http://www.msftconnecttest.com/redirect,,2018/5/16 12:15:02,5,,,Internet Explorer 10/11 / Edge,mayu2,,39,
file:///C:/Users/mayu2/Documents/Tencent%20Files/1870638737/FileRecv/【大面积重修考试】2018年毕业年级大面积课程重新学习考试安排表0424.xls,,2018/5/16 8:46:10,2,,,Internet Explorer 10/11 / Edge,mayu2,,109,
https://ana.bandi.so/bandizip/gl.html?cid=Global&v=25131&l=simpchinese,,2018/5/16 0:19:17,18,,,Internet Explorer 10/11 / Edge,mayu2,,70,
file:///C:/Users/mayu2/Desktop/天元/大三下实习/企业实习OBE版本全套材料（试行）.rar,,2018/5/16 0:19:16,1,,,Internet Explorer 10/11 / Edge,mayu2,,61,
"file:///C:/Users/mayu2/Downloads/专升本高等数学（侵删）%20别投币，别收藏，别评论，可关注/39.39曲面的切平面和法线(Av22591438,P39).Flv",,2018/5/15 15:28:00,1,,,Internet Explorer 10/11 / Edge,mayu2,,97,
"file:///C:/Users/mayu2/Downloads/专升本高等数学（侵删）%20别投币，别收藏，别评论，可关注/42.42二重积分的计算(Av22591438,P42).Flv",,2018/5/15 9:35:01,1,,,Internet Explorer 10/11 / Edge,mayu2,,95,
chrome-extension://ngpampappnmepgilojfohadhhmbhlaek/captured.html?back=1,Download with IDM,2018/5/15 1:21:30,76,https://download.microsoft.com/download/B/4/1/B4119C11-0423-477B-80EE-7A474314B347/NDP452-KB2901954-Web.exe,Auto TopLevel,Chrome,mayu2,Default,72,0
https://download.microsoft.com/download/B/4/1/B4119C11-0423-477B-80EE-7A474314B347/NDP452-KB2901954-Web.exe,Download with IDM,2018/5/15 1:21:30,1,,Auto TopLevel,Chrome,mayu2,Default,107,0
https://www.bilibili.com/video/av15261388,2018浙江专升本 数学学科之极限的应用真题讲解 【精通学堂出品】_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 1:21:27,1,,Reload,Chrome,mayu2,Default,41,0
https://space.bilibili.com/138950635/#/video?keyword=%E6%95%B0%E5%AD%A6,space.bilibili.com,2018/5/15 1:21:24,5,,Reload,Chrome,mayu2,Default,71,0
https://search.bilibili.com/all?keyword=%E7%AD%89%E4%BB%B7%E6%97%A0%E7%A9%B7%E5%B0%8F,等价无穷小 - 搜索结果 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,2018/5/15 1:21:23,1,,Reload,Chrome,mayu2,Default,85,0
https://www.bilibili.com/video/av22931364/?p=1,【公开课】高等数学知识点汇总_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 1:21:18,1,,Reload,Chrome,mayu2,Default,46,0
https://www.bilibili.com/video/av15656538/?p=1,【高斯课堂】 《高数下》《高等数学下》《微积分下》4小时速成/不挂科/附赠笔记/精品课程/适用于期末补考重修考试等_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 1:21:17,1,,Reload,Chrome,mayu2,Default,46,0
https://space.bilibili.com/304424366/#/video?keyword=%E6%95%B0%E5%AD%A6,space.bilibili.com,2018/5/15 1:21:14,3,,Reload,Chrome,mayu2,Default,71,0
https://www.bilibili.com/video/av16739093,一小时套路高等数学C上_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 1:21:11,2,,Reload,Chrome,mayu2,Default,41,0
http://mp.sohu.com/profile?xpt=b1NlSFRzOWRpZDVIRWctSy16TWdBMXg1eEZZRUB3ZWNoYXQuc29odS5jb20=,考研竞赛数学的个人展示页,2018/5/15 1:21:10,1,,Reload,Chrome,mayu2,Default,91,0
https://space.bilibili.com/9890410/#/video,,2018/5/15 1:21:08,3,,Reload,Chrome,mayu2,Default,42,0
https://space.bilibili.com/756155/#/video,https://space.bilibili.com/756155/#/video,2018/5/15 1:21:08,3,,Reload,Chrome,mayu2,Default,41,0
https://search.bilibili.com/all?keyword=%E4%B8%89%E9%87%8D%E7%A7%AF%E5%88%86&from_source=banner_suggest,https://search.bilibili.com/all?keyword=三重积分&from_source=banner_suggest,2018/5/15 1:21:06,2,,Reload,Chrome,mayu2,Default,103,0
https://search.bilibili.com/all?keyword=%E4%B8%89%E9%87%8D%E7%A7%AF%E5%88%86%E7%90%83%E9%9D%A2&from_source=banner_search,三重积分球面 - 搜索结果 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,2018/5/15 1:21:05,1,,Reload,Chrome,mayu2,Default,120,0
http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E7%BA%A7%E6%95%B0&tsn=0&ft=&et=&interation=&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6,级数的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 1:21:03,1,,Reload,Chrome,mayu2,Default,190,0
https://mp.weixin.qq.com/s?src=11&timestamp=1526317981&ver=876&signature=tBUVpfkuxQ8aVdkmFKdPsQK-oQrtSwR67W67Xdb37FUcqovQkWeVXFMTKO04f0rkxvrazUG9RorVGMAlArQyPX3UwSgdSCdNnR24RFjLox*diE8ZYURurKSs2SClsNOs&new=1,考研竞赛数学,2018/5/15 1:21:02,1,,Reload,Chrome,mayu2,Default,207,0
https://mp.weixin.qq.com/s?timestamp=1526314914&src=3&ver=1&signature=VRD4Jbb4n*R*XG0jPPrej5NUhy9sYVnzSK8av5egFdMCDhKGzbnZRZct3Cpjm79fmQKXrJtV*UFz*QRHswoEVJMUr7VXjDZh7esnNkKlQBPyIu6vX1w44x9cTDRvLnudrdL0p-RpdfiC1JKKzuGqYnrsSTK6kvQ8wEJ1PNRV-Ek=,https://mp.weixin.qq.com/s?timestamp=1526314914&src=3&ver=1&signature=VRD4Jbb4n*R*XG0jPPrej5NUhy9sYVnzSK8av5egFdMCDhKGzbnZRZct3Cpjm79fmQKXrJtV*UFz*QRHswoEVJMUr7VXjDZh7esnNkKlQBPyIu6vX1w44x9cTDRvLnudrdL0p-RpdfiC1JKKzuGqYnrsSTK6kvQ8wEJ1PNRV-Ek=,2018/5/15 1:21:01,1,,Reload,Chrome,mayu2,Default,242,0
http://www.sohu.com/a/138812609_600110,《重积分》知识点、常用计算公式的总结与典型题_搜狐教育_搜狐网,2018/5/15 1:20:56,1,,Reload,Chrome,mayu2,Default,38,0
https://mp.weixin.qq.com/s?src=11&timestamp=1526317981&ver=876&signature=tBUVpfkuxQ8aVdkmFKdPsQK-oQrtSwR67W67Xdb37FUcqovQkWeVXFMTKO04f0rkxvrazUG9RorVGMAlArQyPX3UwSgdSCdNnR24RFjLox*diE8ZYURurKSs2SClsNOs&new=1,考研竞赛数学,2018/5/15 1:13:09,1,http://mp.weixin.qq.com/s?src=11&timestamp=1526317981&ver=876&signature=tBUVpfkuxQ8aVdkmFKdPsQK-oQrtSwR67W67Xdb37FUcqovQkWeVXFMTKO04f0rkxvrazUG9RorVGMAlArQyPX3UwSgdSCdNnR24RFjLox*diE8ZYURurKSs2SClsNOs&new=1,Link,Chrome,mayu2,Default,207,0
http://mp.weixin.qq.com/s?src=11&timestamp=1526317981&ver=876&signature=tBUVpfkuxQ8aVdkmFKdPsQK-oQrtSwR67W67Xdb37FUcqovQkWeVXFMTKO04f0rkxvrazUG9RorVGMAlArQyPX3UwSgdSCdNnR24RFjLox*diE8ZYURurKSs2SClsNOs&new=1,考研竞赛数学,2018/5/15 1:13:09,1,,Link,Chrome,mayu2,Default,206,0
http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E7%BA%A7%E6%95%B0&tsn=0&ft=&et=&interation=&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6,级数的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 1:13:02,1,http://weixin.sogou.com/weixin?type=2&s_from=input&query=%E7%BA%A7%E6%95%B0&ie=utf8&_sug_=y&_sug_type_=&w=01019900&sut=5263&sst0=1526317974363&lkt=0%2C0%2C0,Link,Chrome,mayu2,Default,190,0
http://weixin.sogou.com/weixin?type=2&s_from=input&query=%E7%BA%A7%E6%95%B0&ie=utf8&_sug_=y&_sug_type_=&w=01019900&sut=5263&sst0=1526317974363&lkt=0%2C0%2C0,级数的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 1:12:54,1,,Form Submit,Chrome,mayu2,Default,156,0
http://service.file.ru.jijidown.com/PC/WPF/join.html?ver=201805142202,,2018/5/15 0:57:14,2,,,Internet Explorer 10/11 / Edge,mayu2,,69,
https://search.bilibili.com/all?keyword=%E4%B8%89%E9%87%8D%E7%A7%AF%E5%88%86%E7%90%83%E9%9D%A2&from_source=banner_search,三重积分球面 - 搜索结果 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili,2018/5/15 0:37:52,1,,Link,Chrome,mayu2,Default,120,0
https://www.google.com.hk/search?q=%E4%B8%89%E9%87%8D%E7%A7%AF%E5%88%86%E7%90%83%E9%9D%A2&rlz=1C1CHWL_zh-CNJP736&oq=%E4%B8%89%E9%87%8D%E7%A7%AF%E5%88%86%E7%90%83%E9%9D%A2&aqs=chrome..69i57j69i61&sourceid=chrome&ie=UTF-8,三重积分球面 - Google 搜索,2018/5/15 0:37:41,1,,Link,Chrome,mayu2,Default,219,0
http://www.bilibili.com/video/av15544962?from=search&seid=1216968831590389658,宇哥三重积分球面拳_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 0:36:34,1,,Link,Chrome,mayu2,Default,77,0
https://www.bilibili.com/video/av15544962?from=search&seid=1216968831590389658,宇哥三重积分球面拳_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili,2018/5/15 0:36:34,1,http://www.bilibili.com/video/av15544962?from=search&seid=1216968831590389658,Link,Chrome,mayu2,Default,78,0
https://space.bilibili.com/9890410/#/video,,2018/5/15 0:35:56,3,,Link,Chrome,mayu2,Default,42,0
https://space.bilibili.com/9890410/#/,,2018/5/15 0:35:30,1,,Link,Chrome,mayu2,Default,37,0
https://space.bilibili.com/9890410/,,2018/5/15 0:35:29,1,,Link,Chrome,mayu2,Default,35,0
https://space.bilibili.com/9890410?from=search&seid=3524934029927778072,一只熊飞入梦中的个人空间 - 哔哩哔哩 ( ゜- ゜)つロ 乾杯~ Bilibili,2018/5/15 0:35:29,1,,Link,Chrome,mayu2,Default,71,0
https://search.bilibili.com/all?keyword=%E7%BA%A7%E6%95%B0&page=2,,2018/5/15 0:35:21,1,,Link,Chrome,mayu2,Default,65,0
https://search.bilibili.com/all?keyword=%E7%BA%A7%E6%95%B0,,2018/5/15 0:35:03,1,,Link,Chrome,mayu2,Default,58,0
http://www.waiting8.com/share-about-computer-version-of-the-wechat.html,腾讯官方自己出品的微信PC版下载抢先体验+电脑上使用微信的方法汇总 | 等待吧,2018/5/15 0:32:42,1,,Link,Chrome,mayu2,Default,71,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=24&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:45,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=22&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=22&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:42,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=20&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=20&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:38,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=18&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=18&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:36,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=16&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=16&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:34,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=14&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=14&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:32,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=12&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=12&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:29,1,http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=10&ie=utf8,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ft=&tsn=0&et=&interation=&type=2&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&page=10&ie=utf8,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:24,3,,Link,Chrome,mayu2,Default,234,0
http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&tsn=0&ft=&et=&interation=&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:16,6,http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&tsn=0&ft=&et=&interation=&wxid=&usip=,Link,Chrome,mayu2,Default,226,0
http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&tsn=0&ft=&et=&interation=&wxid=&usip=,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:11,1,http://weixin.sogou.com/weixin?type=2&s_from=input&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ie=utf8&_sug_=n&_sug_type_=,Link,Chrome,mayu2,Default,144,0
http://weixin.sogou.com/weixin?type=2&s_from=input&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ie=utf8&_sug_=n&_sug_type_=,考研竞赛数学的相关微信公众号文章 – 搜狗微信搜索,2018/5/15 0:31:08,1,,Form Submit,Chrome,mayu2,Default,139,0
https://mp.weixin.qq.com/profile?src=3&timestamp=1526315454&ver=1&signature=HiSamq1-ORnvw3MMNeR2xK7o7xWbgwBUv47Q78NEXJEefIjl7TRXz-GGQz91dbCtehr8Pi-K0Tjvrbs1zJZMbw==,考研竞赛数学,2018/5/15 0:30:58,1,http://mp.weixin.qq.com/profile?src=3&timestamp=1526315454&ver=1&signature=HiSamq1-ORnvw3MMNeR2xK7o7xWbgwBUv47Q78NEXJEefIjl7TRXz-GGQz91dbCtehr8Pi-K0Tjvrbs1zJZMbw==,Link,Chrome,mayu2,Default,164,0
http://mp.weixin.qq.com/profile?src=3&timestamp=1526315454&ver=1&signature=HiSamq1-ORnvw3MMNeR2xK7o7xWbgwBUv47Q78NEXJEefIjl7TRXz-GGQz91dbCtehr8Pi-K0Tjvrbs1zJZMbw==,考研竞赛数学,2018/5/15 0:30:58,1,,Link,Chrome,mayu2,Default,163,0
http://weixin.sogou.com/weixin?type=1&s_from=input&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&ie=utf8&_sug_=n&_sug_type_=,考研竞赛数学的相关微信公众号 – 搜狗微信搜索,2018/5/15 0:30:56,2,http://weixin.sogou.com/weixin?type=2&ie=utf8&query=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6&tsn=0&ft=&et=&interation=&wxid=oIWsFt-OBI0daqQ_mtl23uDx0xaE&usip=%E8%80%83%E7%A0%94%E7%AB%9E%E8%B5%9B%E6%95%B0%E5%AD%A6,Form Submit,Chrome,mayu2,Default,139,0
